date,stock_000100,stock_000002,stock_600703,stock_000708,stock_601390,stock_601318,stock_601668,stock_601857,stock_300035,stock_600111,stock_600011,stock_600406,stock_002236,stock_600809,stock_600346,stock_000651,stock_002241,stock_000977,stock_600893,DAX,SBCNL,HSI,NKY,BGB,BRX,BJB,BTY,SPX,UKX,BBDXY,BCOMPR,BCOMINSP,BCOMEN,BCOM
2011-05-04,0.0,-2.0,-0.05089060000000001,-1.9883041000000001,-0.4524887,-3.3859616000000003,-1.2531328,-2.21843,-3.3583960000000004,-2.5237704,-0.1577287,-1.7955801,-2.2764803000000002,-0.0146585,0.3933137,-2.6032316,-2.7579648,-3.645593,-3.8155275000000004,-1.7033483940574135,0.07148170093669304,-1.3646517977809025,0.0,0.23987866523618173,-0.14394833828328402,0.0,0.1674911588773087,-0.6855272662941725,-1.6839155186708865,0.11893331005587982,-3.3383280760091782,-2.7461812640053873,-1.6010591527240714,-1.9063703060146597
2011-05-05,0.0,0.240096,1.1201629,0.5369928,-0.9090908999999999,-0.9450679,-2.2842640000000003,-0.5235602,0.7261411,-0.14450870000000002,-0.6319115,-0.3656821,-0.5190102999999999,0.7770122,4.0156709,0.5069124,-0.9290954,0.5268199,0.5174198,-1.7981723823856766,0.03873883974969683,-0.2685327287106465,0.0,-0.5690761935929212,-1.3655266241527464,0.0,0.34727313188118725,-0.9069857197993025,-1.633991554420433,1.0723977462209877,-3.838159932887386,-3.7981786356777847,-7.7938544795260185,-4.670516877481012
2011-05-06,10.0706714,-0.5988024,0.0,-1.2462908,-0.4587156,-0.45716560000000006,0.5194805,-2.1929825,-0.3089598,7.8630005,2.8616852,1.1010727999999999,1.6743509,-0.014547599999999999,0.2824859,0.0,0.9131293,10.0047642,-0.377488,0.35043943418300305,0.06391007506127977,-0.4392302737672882,-0.41924628846544687,-0.10296330673483789,-0.8966563123422477,1.5140661587238924,0.17946361665048816,0.3819938581379745,0.7379997263492033,0.38602128508427036,-0.1946952388498402,-0.4265493174445578,-1.690409292749473,-0.9410655597206774
2011-05-09,0.8025682,0.1204819,3.5750252000000002,0.4206731,0.6912442000000001,-0.7188498,-0.7751938,0.0,2.9442149,2.3255814,4.9459042,3.127618,1.7661098,-0.7565837,-1.1267606,4.7226043,1.0026901,0.216544,0.8956252,-1.715824585650494,0.041153195602272596,0.758487081469772,-0.8794754820972583,0.02603647303902612,0.044482428285230746,-0.34399676253786815,0.1535257114229971,0.4551559468735977,-0.8493003301240365,-0.21482507867968126,1.9214502746887296,0.47211747165198936,3.0331436628576958,1.9212648185660264
2011-05-10,0.47770699999999994,0.1203369,-0.2187652,-0.299222,0.0,0.9855189,0.0,0.4484305,0.2508781,6.512237799999999,-1.1782032,-0.4061738,-0.0117261,-0.6743879,2.4691358,1.0945709,2.590799,0.6482282,-0.5804028999999999,1.5462887516100254,0.08950597482260125,0.0,0.025368211156284737,-0.2617548028888361,0.09645300596436979,-0.166219309368143,-0.30660538337254906,0.8066552774270264,1.201677920627242,-0.06028051970420334,1.655927077055619,1.0715135544991927,1.7359396186165332,1.2507935101938372
2011-05-11,3.0110935,-0.3605769,0.316687,-0.180072,0.0,0.0597491,1.0416667,-0.17857140000000002,0.6506507,1.2720558,-1.9374069,2.1750952,-1.0202885,1.2546125,-0.8341057000000001,-0.4330879,2.9029974,3.6066982,0.7554945000000001,-1.0397308621610701,-0.008232464693092023,-0.18041687818091123,0.2522613086808567,-0.2570919267060767,-1.0181922223487794,-0.18177001771185752,0.26911406897109913,-1.111143859235475,-0.5301768266374185,0.7528839007787447,-2.8516449488757756,-2.01833855354423,-4.161614829528837,-3.0043948379790852
2011-05-12,-4.4615385,-0.6031363,-0.21855270000000002,-0.6013229,-1.3729977,-2.0501592,0.0,-1.3416816,-1.6409745999999998,-34.8055105,-0.9118541000000001,-1.8626929,-1.8364928999999999,4.1982507,0.3738318,1.1309265000000002,-1.9266055,-2.6937422,-2.4880709000000003,-0.5909797268171091,-0.03997159251601934,-0.9437710269721955,-1.411093167918842,0.062340577593955615,0.39028891951990996,0.10797169535390339,-0.20449837259129966,0.4895386266094537,-0.9694118078361069,-0.042761540270674914,-0.2624740209263732,0.5030805620379164,0.2960187965915795,0.1362922617187179
2011-05-13,0.0,0.8495146,1.4602093,1.2099214,0.6960557,1.7272912000000002,2.5773196,0.9066183,1.0616785,-0.4972032,-2.7607362,-0.6236443,1.8708509000000002,-0.6855064,4.0037244,-0.4301075,-0.2104771,1.362862,0.384481,-1.3495734457196429,-0.12757042780419114,0.8737698897791635,-0.5878937309717447,-0.6035546235743983,-0.7122642075036656,0.17546697655377308,0.2689417704509811,-0.8067326585845191,-0.9638070381000396,0.6256550662018023,-0.4939638417489456,-0.45566815827040585,0.8903229789591238,-0.021892171672166505
2011-05-16,4.1867955,0.7220217,-0.9834493,0.5379558000000001,-1.3824885,-1.5781063000000002,-0.5025126000000001,-0.7187781,-0.5502751,0.0780762,-0.3154574,-1.9099591,-0.3791469,0.46485420000000005,0.179051,-0.7343413,0.4687134,0.5462184999999999,0.5919220000000001,0.37367836190485004,-0.1484451970927947,-1.4194752494694485,-0.9744307621021853,0.2013954533052864,0.3534505425370149,-0.12229866117404731,0.20434316052726498,-0.6204355008708529,0.22269640793961543,-0.1466727603175788,-0.7975509381434098,-0.19758137537797538,-1.2668824882775542,-0.3853865909240084
2011-05-17,3.7094281,0.3584229,0.24224810000000002,-1.0107015000000001,0.0,1.0960016,0.7575758,-0.27149320000000005,-2.4144869,-6.1476049,0.0,-1.1682893,0.0,-1.8508132,0.0,-0.6962576,-0.3965477,0.0,1.8345448,-1.979291492218327,0.050816243796925065,-0.22600300271007345,-0.6469046603936435,0.08144572368204983,0.021906110952607527,-0.8080407461863226,0.15296327627571937,-0.03685679255642782,-1.1253846063422057,-0.0968610629171085,-1.0062647911798228,-1.0543188344342869,-1.3402107115280115,-0.19576256017485028
2011-05-18,-3.8748137000000002,0.1190476,-1.1358144000000001,1.2012012,0.7009346,0.6022887,0.0,0.0,0.5154639,-0.4488778,1.2658228,-0.2251618,-1.7959086999999998,0.0,0.0,1.2269939,2.295082,0.0,-0.067981,1.2852760109882233,0.056146745284713084,0.47541950405871614,0.8325116843670433,-0.2551692244850967,0.5461518677917887,-0.13113009056359148,-0.33088970793091477,0.8803744224894272,0.8417610952122567,0.02024334633168312,2.00791653474528,2.7476186249511647,2.0293792764070506,2.496793818961218
2011-05-19,-49.3023256,-1.783591,1.3199707,0.0,-0.9280742,-0.4390341,-1.7543860000000002,0.18148820000000002,1.4358974,2.2044088,-2.65625,0.5641748999999999,-3.7422793000000003,2.4142857,0.0,-1.2987013,-1.9459707,0.0,0.4421769,1.0668843338947687,0.010202770619027746,0.6719506442866896,-0.7315737307164949,-0.06484741179165754,0.17029128395893434,-0.35546874609665435,0.06383631108872745,0.21779992242740853,0.6419075970885313,-0.38241528808973246,-0.29475798602761616,-2.17454675536205,-1.6296767583995786,-1.2423908472214196
2011-05-20,-2.1406728,-0.2421308,0.1447527,-1.2462908,-0.23419199999999998,0.1803969,-0.255102,0.3623188,0.0,6.0130719,-2.0866774,-1.2061711,-1.7362859000000002,-0.9624773,0.0,3.245614,-0.5370068,0.0,0.9481883,-2.0016916272038388,0.19125094617895577,0.15417275706164357,0.003993193898366165,0.6354714946938289,-0.2652361935551295,0.32514797458582656,0.16588821447918178,-0.7688300089312206,0.20102672373010222,0.45659659103061134,0.9295427588028371,0.8281791767535518,1.6442438425615213,0.9300871152379431
2011-05-23,-5.9375,-2.5485436999999997,-54.0833534,-3.6658654,-2.8169014,-3.7014805999999996,-2.5575448,-1.8953069,-0.8594539999999999,-0.8014797,-2.9508197,-5.1959114,-0.7810499000000001,-3.8169014,0.0,-4.5454545,0.1173709,0.0,-3.4887622,-3.062695811340599,-0.10641086157600066,-2.1441167976161024,-1.7410904569280294,-0.5028241492965879,-0.7517988884061633,-0.24132972243916528,0.15286075174267832,-1.1925566464407122,-2.708312115837719,0.7057320772792641,0.1865207659786039,-2.4657119884191725,-0.7126057319774559,-0.9828643934167713
2011-05-24,-4.3189369,0.0,-4.249737700000001,0.6238303,0.2415459,0.22854770000000002,-1.5748031,-1.9319227,4.3345232,9.7576134,0.5067568,-0.5091344999999999,0.8904375000000001,-1.3471958,0.0,-1.2016021,-2.0164127,0.0,-0.6256516999999999,0.7524370969542726,0.09840748500922203,0.09344087867089179,-0.15472659262040223,0.16047980751732194,-0.01893041523259864,-0.30774420558140614,0.06361725816241837,-0.08274061197688365,0.8221316720335548,-0.3266108574327742,1.2757144560691325,1.3410022310479608,1.3174284045626816,0.4585201326479993
2011-05-25,0.6944444,-1.992528,-4.931506799999999,-1.1779293,-0.4819277,-0.9328358,-1.8666667000000001,1.6885553000000002,-2.7370479,-0.9484711,-2.0168067,-1.4750151,0.5372218,0.2820246,0.0,-1.9369369,0.0,0.0,-2.5183631,0.3974960756791601,0.04569815082777762,0.003152856958155148,-0.4394134330336974,0.7648452954799545,0.33835165514479737,0.18399701691653725,0.050974235576495275,0.31832132980824657,0.7948115708691805,0.04029735203978646,1.2596049331689674,2.0691216537984225,1.4126095059310062,1.43696274894205
2011-05-26,-4.4827586,0.3811944,-3.6887608000000003,-0.6273525999999999,-0.48426149999999996,-0.1464742,-0.2717391,0.36900370000000005,-1.2562814,0.9289696000000001,-1.7152659000000001,0.091659,-0.3816794,1.8502072,0.0,-0.9646302000000001,-1.7946876999999999,0.0,-2.3322569,-0.6169461267668153,0.024503628736094463,0.6347645396291623,2.2127307954083353,0.7628257494835866,0.5779582111602899,0.5177701539265112,0.5043853737553894,0.3953137897869663,0.8127587656194812,-0.4621728484051846,-0.4183368962700884,0.11147790251744283,-0.846323001122562,-0.19925036932130213
2011-05-27,-5.7761733,0.0,0.0,-0.3156566,-0.24330900000000003,0.5238894,0.5449591,0.8272059,-2.9516539,-3.1152648000000003,-3.3158813,1.007326,0.0,-2.6158989,0.0,-0.3246753,-4.727095500000001,0.0,-2.3512123,2.040979415871025,0.01909558533936817,0.9669437823550897,0.3078462412864136,0.7952878547917708,1.4425991187573706,0.9309649391876951,0.07000403785046849,0.4080893723268586,1.668680325912697,-0.7081926710045705,1.0352026080242327,1.765195969261013,1.405075791908783,1.1370281293504814
2011-05-30,0.0,-1.2658228,-3.4709755,-0.6333122,0.24390240000000002,0.0208464,1.0840108,0.0911577,-1.9926586,-1.5638702,-0.18050539999999998,-0.7857358999999999,0.0,1.5520072,0.0,-0.41879939999999993,1.483376,0.0,-0.18811139999999998,-0.337439040639953,0.2275960170696978,0.351029517698076,-0.3755419831708129,-0.1213074968011707,-0.25367303753396353,-0.1764130597085134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-05-31,3.8314176,0.5128205,1.115933,2.4856597000000002,0.9732360000000001,1.5214673,0.536193,0.27322399999999997,1.658641,4.5137342,1.9891500999999998,1.8885165999999998,0.1277139,-0.3526819,-6.434316399999999,0.1401869,1.5372983999999998,0.0,1.9977384,2.505038778513624,0.049062640397168344,2.1794533577708552,1.4843786590231112,-0.26687749040438247,0.358168032940287,-0.6894975857183128,0.11483741843143491,1.0592742844264258,0.5365373662638451,-0.26706422411943986,0.2884231348611044,0.6994765750047316,2.250006253491521,0.7227851814220365
2011-06-01,-1.1070111,-0.255102,1.2262416,2.8606965,-0.7228916,-0.45165259999999996,-0.26666670000000003,-1.3623978,-0.7894737000000001,0.0994459,-0.5319149,-0.2092676,2.8826530999999997,3.1853709,10.0286533,0.9332711,1.7622239000000002,0.0,5.3954176,-0.8595955468914229,-0.02530215406506553,-0.2474708494684008,0.7998460085400172,-0.0016950923690361996,0.4437146244109291,0.4671234716826511,0.5734797905750932,-2.2784716027356544,-1.4041329551427228,0.2462709841160482,-0.12633424128311033,-1.0446107657198556,-1.7546878249063314,-0.9347814600075832
2011-06-02,-0.7462687,-1.2787724,-1.211387,-4.5344619,-1.2135922000000001,-2.5366055,-1.3368984,-1.4732965,-2.3872679,3.4913426,-0.8912656,-1.2582385,2.4051575,-1.3005574,8.1597222,-1.5256588,-0.34146340000000003,-9.987463400000001,0.911641,-1.4817147618977566,-0.06483751780682612,-1.606101610903654,-1.620221186184878,0.026171972606903182,0.5541081337777864,0.4373503485730179,-0.2787767412112063,-0.12247537180022361,-1.4333299693745971,-0.4688036388602823,-1.5518774730704732,-1.4593519256928533,1.2912548753026387,0.4186446266565058
2011-06-03,0.7518796999999999,0.9067358,2.5137952,0.7599747,0.4914005,0.8887008,-0.8130081000000001,0.09345790000000001,1.0869564999999999,-0.2057049,1.618705,1.092233,-0.7142857,1.8969012,0.3210273,1.8309859000000002,-46.6715614,-0.41782729999999996,0.5211953,1.6187270292014277,0.07472122151646055,-1.2742532460318534,0.060254364633749447,0.2453653182294513,0.7112330894535779,0.7296973131849738,0.2922719973869281,-0.9733879689856284,0.5251765020565013,-0.5421485465460951,0.4608506202148366,1.1554504192306636,-0.5281254455674289,0.12651236905878438
2011-06-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5279867554660034,0.1035419100444468,0.0,-1.0551736641750686,-0.35615116160075955,-0.005002363211825678,0.04131548774684024,0.012654665784950225,-1.0760214127492063,-0.2753823671729494,0.32619532706228416,0.6523900133533544,0.3740238419886355,-0.027514418296592513,-0.7180271163594543
2011-06-07,1.4925373,0.2567394,-0.4784689,-0.0628536,0.2444988,0.5453020000000001,0.8196721,1.1204482,0.3763441,7.2007695,-0.1769912,4.1416567,0.4267772,-0.5257922,-0.24,1.0142923,3.1206976,-0.8391608,1.244383,0.7854848349760468,-0.10869102713959577,-0.3832091641122526,0.6924703010296573,0.03957270031935689,0.008634493788539643,-0.11356249435947596,-0.06333790262995631,-0.0956327701625792,0.4901638417461607,-0.43207276105295955,0.0341033864859952,0.3236087553205369,0.45370084255196286,0.34342477564452967
2011-06-08,9.9264706,3.7131882,1.0216345999999998,-0.6289308,0.7317073000000001,-0.667501,1.0840108,0.0923361,-1.2319228999999998,-0.3717472,-0.3546099,0.46109510000000004,-49.3564837,-0.2571429,0.5613472,0.9584664999999999,-0.2225189,0.658204,2.2191874,-1.106706645961153,-0.0005011366405516249,-0.9282654258814027,0.4323267889743798,0.16448997385063446,-0.1844637531341231,0.3631387787236706,0.36760718587924845,-0.4186965928370312,-1.1255775680611535,0.42960825368585365,-0.5548877336665092,-0.35908098086754325,0.8468674353877992,0.5875604200905826
2011-06-09,6.0200669,-2.4691358,-2.7959548,-1.8987342,-1.6949153000000001,-1.2389752,-1.3404826,-0.2767528,-1.4099783,-0.2830674,-2.8469751000000003,-0.9179575000000001,-2.3975066,-3.1366370999999997,0.5582137,-3.3453888000000003,-2.0071365,-7.006071899999999,-2.8390114,0.873669571196789,-0.04748293464582609,-0.2516534710616303,-0.11297666467329215,-0.00271829296156767,-0.288283849234261,-0.12932800321477922,-0.36626078491484027,0.7377536028009724,0.6386211401061326,0.123146057705803,0.7647459110309285,0.18681648143210605,-0.265738304301677,0.30878791269477457
2011-06-10,-4.4164038,1.2658228,1.0403917,-2.0,0.0,0.8505209,0.5434783000000001,0.1850139,0.9350934999999999,-2.1548387,6.227106200000001,0.11580780000000002,-0.6632277,0.1478634,2.2997621,-1.7305892999999999,-1.4565316,-2.6619789000000003,4.0563768,-2.2936264990133792,-0.1071693808931351,-0.8481453335086764,0.21176624674976718,-0.28823996530562557,-0.4999714884225015,-0.2225754543854208,0.20281942728324065,-1.3979829325058146,-2.3156112901403847,0.7692556669220085,-1.4193189581697019,-1.2774570559389464,-0.7346644504941602,-0.6859021529423193
2011-06-13,0.660066,-1.25,-0.9085403000000001,1.2508229,-0.7389163,-1.3704406,0.5405405,-0.0923361,0.2179837,1.7671105999999999,-2.9310345,0.6072874,-1.5825915,-2.8643142,2.1705426,0.0,0.6928406,-0.7739938,-48.6290056,0.12493204196355467,-0.07635383761163128,0.3731545717945872,-0.5599368399349824,0.08247073839602326,-0.04282943948716866,0.17266391451842278,-0.13915914055699918,0.06687752757714716,0.42252078981483976,-0.43040685224838837,-1.8055770006475402,-0.8556385548775358,-1.7321896592804364,-1.157426138374229
2011-06-14,0.9836065999999999,3.4177215,0.3667482,0.4551365,0.49627789999999994,0.6412997,2.6881720000000002,0.46210720000000005,2.2294725,-1.1273811,0.1776199,0.37367059999999996,0.5025126000000001,0.5623955,-1.2139605,3.9504998,0.9174312,1.7160686,2.3151125,2.4675900541731632,0.1359345705786108,-0.03312569397327936,0.6774567869767267,0.23436850139357812,0.34191973137795983,-0.4927878999184121,-0.6587335419435791,1.261174842549706,1.0752611384074573,-0.18279963009957267,0.928348013486402,2.017612289194304,0.6387708844217688,0.3483552099020404
2011-06-15,-1.2987013,-1.2239902,-0.9135201000000001,-0.7119740999999999,-0.7407407,-1.4655905,0.2617801,0.4599816,0.1595745,1.1009174,-1.5957447,-0.6300115000000001,-1.25,0.2116082,-6.758832600000001,-1.8772893999999998,2.2727273,-0.408998,1.6970459,-3.0671136497431695,-0.4927757779292441,-0.7493764348527887,-0.0696342947172579,-0.8214992257775999,-1.4223924782976627,-0.47398220580034955,0.9436558456834776,-1.7431883652852975,-2.197450714384619,1.2614728314732648,0.08639312333282856,-1.155775564635042,-3.1454190333533583,-1.785530554258452
2011-06-16,-2.6315789,-0.9913259000000001,-0.43023970000000006,-3.5202086,0.0,0.0,-0.7832897999999999,-1.8315017999999998,-1.4338821,-0.0388903,-3.6036036,-1.8155620000000001,-1.3924051,-1.5233786,-6.0955519,-0.9332711,-1.4222222,-0.6673511,-4.6353523,-0.36405446785513496,0.053434691213016805,-1.8504660491194924,-1.6054728819318131,0.19734832457685147,0.12377035604185238,0.43384184123942404,0.3663533021014409,0.17543582367909316,-1.1538803985033819,0.0,0.2895251273057786,-0.9485197043903271,-0.9411352980633447,-0.8857500794999251
2011-06-17,-2.3648649,0.7509387000000001,-2.7777778,-0.27027029999999996,-2.7363184,-2.737659,2.8947368,0.4664179,-24.2456897,-9.9987032,0.7476636,-1.3501614,0.8985879,-0.5513861,-1.1403508999999998,0.0942063,-2.1641118,-2.6873385,0.5832793000000001,1.6893131322410326,-0.06159341794346185,-1.1022570015691513,0.05790293594731821,0.05645168882579821,0.5978702298405691,0.7699795366390871,-0.1887939470554878,0.3045028557003393,0.4882083185109076,-0.5904318131043862,0.5819507824450509,-0.4148509566798353,-1.6551009911209613,-0.5581267355465047
2011-06-20,0.0,1.6149068,-2.6031746,-1.0840108,-1.7902813,-1.6843971999999998,-1.0230179000000001,-1.0213556000000001,-5.7610242,0.5763689,-0.9276438,0.2082713,-1.043257,-0.7238565,0.26619339999999997,-0.0470588,-4.0552995,-5.5762082,-6.7654639,-0.12336258262968247,0.0030248529480525477,-0.44517373364314494,-0.08095376634741358,0.1011067669900223,0.13343929516302921,-0.07677474355443081,-0.07567005447906006,0.539520251671255,-0.23531811892408827,0.05243782372328365,0.3729891125777929,-0.5706145662140005,-0.2932889569795871,-0.05201270946593173
2011-06-21,0.3460208,1.1002445,2.9335072,2.3972602999999997,0.2604167,0.6086564,0.5167959,0.09380859999999999,1.9622642,-2.0057307,0.7490637,1.6330166,0.23142200000000002,1.7064846000000002,-1.5929204,4.0489642,1.7771374,0.44994379999999995,-2.0041465,2.561846114018107,0.30398852607154137,1.2000961488530137,1.2775475671287895,0.11512722192790203,0.44977032559232466,0.10012854560759177,-0.13882545470760288,1.3423448793767,1.6895446089748578,-0.5508433786486688,0.43242457299810244,0.6683400087071911,0.4957572749775041,0.749951704318419
2011-06-22,0.0,-0.6045949,-1.139962,0.8695652,-0.7792208,0.6273807,0.2570694,0.1874414,-0.44411549999999994,-0.745614,-0.3717472,2.921414,2.0010262,0.9456986000000001,3.0575539999999997,1.4027148999999999,0.0,2.3516236999999998,-1.2693935,0.017479851358248588,-0.2916331077082446,0.06219667601383705,1.7692764263377736,-0.25163321986052534,0.37252588082496985,-0.039144377566913136,0.012646817117145659,-0.6468445103124498,-0.6192554526954774,0.2850136591451724,0.592186898631275,0.5376344086021501,0.7403189566467461,-0.33389815793896105
2011-06-23,0.6896552,0.6082725,1.3452914999999999,0.994695,1.0471204,2.1376086,2.8205128,0.4677268,3.0483271,0.8543232,-3.7313433,2.2140221,2.2635815,0.7252947,1.7452006999999998,1.4725569,3.9641339999999996,1.0940919,3.5714286,-3.3158752250181056,0.14441579651738312,-0.4919190428949505,-0.7851169539266789,-0.49713840070375603,-0.8107014207539454,-0.36244737404986793,0.5560034740564213,-0.28279752008328884,-2.6525380904437124,0.45579829048829623,-2.795964543474827,-0.9750455865469076,-4.291516056550315,-2.26064254788213
2011-06-24,2.0547945000000003,1.3301088,0.5689001,1.9041366,2.0725389,3.9677349,0.4987531,0.7448790000000001,2.0923521000000003,1.6503578,2.3255814,-0.0833102,0.8362027,0.7200719999999999,3.6878216,2.3746702,6.1280073,2.6515152,10.0,-0.49076595096329,-0.08386939276797678,1.9325076510050332,1.0172622585609803,0.12263790032154276,0.1054734489750464,0.20426649283398213,0.314142483415103,-1.1725749902609994,0.41132238204886207,0.3672545586539844,-1.2270045368948934,0.47713303226895043,-0.04903175945638605,-0.2932036133354132
