date,SZ,DAX,SBCNL,HSI,NKY,BGB,BRX,BJB,BTY,SPX,UKX,BBDXY,BCOMPR,BCOMINSP,BCOMEN,BCOM
2011-04-18,0.223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-19,-1.9065,0.7190851516230223,-0.01847856042489493,-1.3147911030205406,-1.2338066009575877,0.37376984087165166,0.3108547219940583,0.10487133290273398,0.052076310626891775,0.5731185926413973,0.8830141489961862,-0.4494835720661339,0.7624259994310156,0.6842043089364758,0.9263418238558474,0.5785476305162351
2011-04-20,0.2666,4.283648954587327,0.09240987813963208,1.6879032050504117,1.7437106617594678,0.4091128166402669,1.0737292410199606,-0.012157084473063406,-0.28624553321699997,1.3514954823178105,2.639643151570792,-0.7877461706783384,0.5569484495214327,1.9806907353815406,2.116900643834807,1.1168337096899794
2011-04-21,0.6528,1.1593806920930483,0.5058497603368517,1.053908521033331,1.6479213050942354,1.278174807443233,0.8224173738878182,0.8482804973599434,0.06523569288385822,0.5284283953215896,0.8361995452706106,-0.34750987121693333,1.3261557831943938,1.0185192770668205,1.0516247885678176,0.8723776416101003
2011-04-22,-0.5336,0.0,-0.3396606171721883,0.0,-0.2319770160569723,0.0,0.0,-0.07371849704520539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011-04-25,-1.5136,0.0,-0.1510242918519089,0.0,-0.08147128268444215,0.0,0.0,-0.06147178414775967,0.2868801021761902,-0.16001315996082566,0.0,-0.0615391259284892,0.9854070185650654,-0.895419135136899,-0.1422077165170732,0.1738046339483823
2011-04-26,-0.8759,1.2723890981059194,0.08539687977819899,-0.5833705517633847,-0.9898007568237666,-0.06445609724985424,0.5966493454588218,0.3054234669222389,0.28605945452078174,0.8979591836734802,0.42785506059934697,-0.2614322598766261,-1.659383136106829,-0.5955085321949105,0.10365597422608008,-0.4699137183176383
2011-04-27,-0.4618,1.0092626552446138,0.19511687995557025,-0.45532707222261104,0.5444456865988601,-0.1535622139492987,-0.07750894186786539,-0.7375822337455595,-0.20744298943978778,0.6249814435438372,0.4171148920348422,-0.5242350392634765,1.2460723324793088,-1.0560603929392176,0.23399504956653772,-0.3490474740258209
2011-04-28,-1.3114,1.7120061202064774,0.11255262262162002,-0.3650045839376781,2.7382069755450766,1.208899081008763,1.3176249011428665,1.1706653561428526,0.44173582859237115,0.3555463759349564,0.5666253554582834,-0.15897039448611316,1.689038069066573,0.5746504836563249,1.0744849002839896,-0.043964297062304425
2011-04-29,0.8475,0.7287562834520145,0.2996133022997727,-0.3280789961110808,0.0,0.3365791046874955,0.40699010348519415,0.0,0.1552387075816064,0.23006585910854138,0.0,-0.27809586127924835,1.8284939758147711,-0.7890016684955703,1.470055616260102,1.3884032322480255
2011-05-02,0.0,0.4997185874396459,0.018461181742446264,0.0,2.018460371559061,-0.04792143570183649,0.24210990822137735,0.47923167595838034,0.07747413397745095,-0.1752700552210551,0.0,0.06780402449693135,-1.6069332263444536,0.16386239619026188,-0.38544314997119855,-0.7001438253436909
2011-05-03,0.7102,-0.5119599690611376,-0.06217687083400758,-0.3729752805218145,0.0,-0.40656394178303357,-0.30098242439675627,0.0,0.1677721624163908,-0.3379321491015497,-0.4487089117356513,0.15955935389391218,-3.0610389801566273,1.0766099201862334,-1.4906507894694832,-1.1491857590062549
2011-05-04,-2.2567,-1.7033483940574135,0.07148170093669304,-1.3646517977809025,0.0,0.23987866523618173,-0.14394833828328402,0.0,0.1674911588773087,-0.6855272662941725,-1.6839155186708865,0.11893331005587982,-3.3383280760091782,-2.7461812640053873,-1.6010591527240714,-1.9063703060146597
2011-05-05,0.2229,-1.7981723823856766,0.03873883974969683,-0.2685327287106465,0.0,-0.5690761935929212,-1.3655266241527464,0.0,0.34727313188118725,-0.9069857197993025,-1.633991554420433,1.0723977462209877,-3.838159932887386,-3.7981786356777847,-7.7938544795260185,-4.670516877481012
2011-05-06,-0.2965,0.35043943418300305,0.06391007506127977,-0.4392302737672882,-0.41924628846544687,-0.10296330673483789,-0.8966563123422477,1.5140661587238924,0.17946361665048816,0.3819938581379745,0.7379997263492033,0.38602128508427036,-0.1946952388498402,-0.4265493174445578,-1.690409292749473,-0.9410655597206774
2011-05-09,0.2994,-1.715824585650494,0.041153195602272596,0.758487081469772,-0.8794754820972583,0.02603647303902612,0.044482428285230746,-0.34399676253786815,0.1535257114229971,0.4551559468735977,-0.8493003301240365,-0.21482507867968126,1.9214502746887296,0.47211747165198936,3.0331436628576958,1.9212648185660264
2011-05-10,0.6327,1.5462887516100254,0.08950597482260125,0.0,0.025368211156284737,-0.2617548028888361,0.09645300596436979,-0.166219309368143,-0.30660538337254906,0.8066552774270264,1.201677920627242,-0.06028051970420334,1.655927077055619,1.0715135544991927,1.7359396186165332,1.2507935101938372
2011-05-11,-0.2496,-1.0397308621610701,-0.008232464693092023,-0.18041687818091123,0.2522613086808567,-0.2570919267060767,-1.0181922223487794,-0.18177001771185752,0.26911406897109913,-1.111143859235475,-0.5301768266374185,0.7528839007787447,-2.8516449488757756,-2.01833855354423,-4.161614829528837,-3.0043948379790852
2011-05-12,-1.3642,-0.5909797268171091,-0.03997159251601934,-0.9437710269721955,-1.411093167918842,0.062340577593955615,0.39028891951990996,0.10797169535390339,-0.20449837259129966,0.4895386266094537,-0.9694118078361069,-0.042761540270674914,-0.2624740209263732,0.5030805620379164,0.2960187965915795,0.1362922617187179
2011-05-13,0.9475,-1.3495734457196429,-0.12757042780419114,0.8737698897791635,-0.5878937309717447,-0.6035546235743983,-0.7122642075036656,0.17546697655377308,0.2689417704509811,-0.8067326585845191,-0.9638070381000396,0.6256550662018023,-0.4939638417489456,-0.45566815827040585,0.8903229789591238,-0.021892171672166505
2011-05-16,-0.765,0.37367836190485004,-0.1484451970927947,-1.4194752494694485,-0.9744307621021853,0.2013954533052864,0.3534505425370149,-0.12229866117404731,0.20434316052726498,-0.6204355008708529,0.22269640793961543,-0.1466727603175788,-0.7975509381434098,-0.19758137537797538,-1.2668824882775542,-0.3853865909240084
2011-05-17,0.1301,-1.979291492218327,0.050816243796925065,-0.22600300271007345,-0.6469046603936435,0.08144572368204983,0.021906110952607527,-0.8080407461863226,0.15296327627571937,-0.03685679255642782,-1.1253846063422057,-0.0968610629171085,-1.0062647911798228,-1.0543188344342869,-1.3402107115280115,-0.19576256017485028
2011-05-18,0.701,1.2852760109882233,0.056146745284713084,0.47541950405871614,0.8325116843670433,-0.2551692244850967,0.5461518677917887,-0.13113009056359148,-0.33088970793091477,0.8803744224894272,0.8417610952122567,0.02024334633168312,2.00791653474528,2.7476186249511647,2.0293792764070506,2.496793818961218
2011-05-19,-0.4594,1.0668843338947687,0.010202770619027746,0.6719506442866896,-0.7315737307164949,-0.06484741179165754,0.17029128395893434,-0.35546874609665435,0.06383631108872745,0.21779992242740853,0.6419075970885313,-0.38241528808973246,-0.29475798602761616,-2.17454675536205,-1.6296767583995786,-1.2423908472214196
2011-05-20,-0.039,-2.0016916272038388,0.19125094617895577,0.15417275706164357,0.003993193898366165,0.6354714946938289,-0.2652361935551295,0.32514797458582656,0.16588821447918178,-0.7688300089312206,0.20102672373010222,0.45659659103061134,0.9295427588028371,0.8281791767535518,1.6442438425615213,0.9300871152379431
2011-05-23,-2.9348,-3.062695811340599,-0.10641086157600066,-2.1441167976161024,-1.7410904569280294,-0.5028241492965879,-0.7517988884061633,-0.24132972243916528,0.15286075174267832,-1.1925566464407122,-2.708312115837719,0.7057320772792641,0.1865207659786039,-2.4657119884191725,-0.7126057319774559,-0.9828643934167713
2011-05-24,-0.2708,0.7524370969542726,0.09840748500922203,0.09344087867089179,-0.15472659262040223,0.16047980751732194,-0.01893041523259864,-0.30774420558140614,0.06361725816241837,-0.08274061197688365,0.8221316720335548,-0.3266108574327742,1.2757144560691325,1.3410022310479608,1.3174284045626816,0.4585201326479993
2011-05-25,-0.9149,0.3974960756791601,0.04569815082777762,0.003152856958155148,-0.4394134330336974,0.7648452954799545,0.33835165514479737,0.18399701691653725,0.050974235576495275,0.31832132980824657,0.7948115708691805,0.04029735203978646,1.2596049331689674,2.0691216537984225,1.4126095059310062,1.43696274894205
2011-05-26,-0.1902,-0.6169461267668153,0.024503628736094463,0.6347645396291623,2.2127307954083353,0.7628257494835866,0.5779582111602899,0.5177701539265112,0.5043853737553894,0.3953137897869663,0.8127587656194812,-0.4621728484051846,-0.4183368962700884,0.11147790251744283,-0.846323001122562,-0.19925036932130213
